sample,chromosome,position,coverage
151,chr1,3004,4
151,chr1,3005,4
151,chr1,3006,4
151,chr1,3007,4
151,chr1,3008,4
151,chr1,3009,4
151,chr1,3010,4
151,chr1,3011,4
151,chr1,3012,4
151,chr1,3013,4
151,chr1,3014,4
151,chr1,3015,4
151,chr1,3016,4
151,chr1,3017,4
151,chr1,3018,4
151,chr1,3019,4
151,chr1,3020,4
151,chr1,3021,4
151,chr1,3022,4
151,chr1,3023,4
151,chr1,3024,4
151,chr1,3025,2
151,chr1,3026,2
151,chr1,3027,2
151,chr1,3028,2
151,chr1,3029,2
151,chr1,3030,2
151,chr1,3031,2
151,chr1,3032,2
151,chr1,3033,2
151,chr1,3034,2
151,chr1,3035,2
151,chr1,3036,2
151,chr1,3037,2
151,chr1,3038,2
151,chr1,3039,2
151,chr1,3040,2
151,chr1,3041,2
151,chr1,3042,2
151,chr1,3043,2
151,chr1,3044,2
151,chr1,3045,2
151,chr1,3046,2
151,chr1,3047,2
151,chr1,3048,2
151,chr1,3049,2
151,chr1,3050,2
151,chr1,3051,2
151,chr1,3052,2
151,chr1,3053,2
151,chr1,3054,2
151,chr1,3055,2
151,chr1,3056,2
151,chr1,3057,2
151,chr1,3058,2
151,chr1,3059,2
151,chr1,3060,2
151,chr1,3061,2
151,chr1,3062,0
151,chr1,3063,0
151,chr1,3064,0
151,chr1,3065,0
151,chr1,3066,0
151,chr1,3067,0
151,chr1,3068,0
151,chr1,3069,0
151,chr1,3070,0
151,chr1,3071,0
151,chr1,3072,0
151,chr1,3073,0
151,chr1,3074,0
151,chr1,3075,0
151,chr1,3076,2
151,chr1,3077,3
151,chr1,3078,3
151,chr1,3079,3
151,chr1,3080,3
151,chr1,3081,3
151,chr1,3082,3
151,chr1,3083,3
151,chr1,3084,3
151,chr1,3085,3
151,chr1,3086,3
151,chr1,3087,3
151,chr1,3088,3
151,chr1,3089,3
151,chr1,3090,3
151,chr1,3091,3
151,chr1,3092,3
151,chr1,3093,3
151,chr1,3094,3
151,chr1,3095,3
151,chr1,3096,3
151,chr1,3097,3
151,chr1,3098,3
151,chr1,3099,3
151,chr1,3100,3
151,chr1,3101,3
151,chr1,3102,3
151,chr1,3103,7
151,chr1,3104,7
151,chr1,3105,7
151,chr1,3106,7
151,chr1,3107,7
151,chr1,3108,7
151,chr1,3109,7
151,chr1,3110,7
151,chr1,3111,7
151,chr1,3112,7
151,chr1,3113,9
151,chr1,3114,9
151,chr1,3115,9
151,chr1,3116,9
151,chr1,3117,9
151,chr1,3118,9
151,chr1,3119,9
151,chr1,3120,9
151,chr1,3121,9
151,chr1,3122,9
151,chr1,3123,11
151,chr1,3124,11
151,chr1,3125,11
151,chr1,3126,11
151,chr1,3127,11
151,chr1,3128,11
151,chr1,3129,11
151,chr1,3130,11
151,chr1,3131,11
151,chr1,3132,11
151,chr1,3133,11
151,chr1,3134,11
151,chr1,3135,11
151,chr1,3136,11
151,chr1,3137,11
151,chr1,3138,11
151,chr1,3139,11
151,chr1,3140,11
151,chr1,3141,11
151,chr1,3142,11
151,chr1,3143,11
151,chr1,3144,11
151,chr1,3145,11
151,chr1,3146,11
151,chr1,3147,11
151,chr1,3148,11
151,chr1,3149,11
151,chr1,3150,11
151,chr1,3151,11
151,chr1,3152,13
151,chr1,3153,13
151,chr1,3154,13
151,chr1,3155,13
151,chr1,3156,13
151,chr1,3157,13
151,chr1,3158,13
151,chr1,3159,13
151,chr1,3160,13
151,chr1,3161,13
151,chr1,3162,13
151,chr1,3163,13
151,chr1,3164,13
151,chr1,3165,13
151,chr1,3166,13
151,chr1,3167,13
151,chr1,3168,13
151,chr1,3169,13
151,chr1,3170,13
151,chr1,3171,13
151,chr1,3172,13
151,chr1,3173,13
151,chr1,3174,13
151,chr1,3175,13
151,chr1,3176,13
151,chr1,3177,13
151,chr1,3178,13
151,chr1,3179,13
151,chr1,3180,13
151,chr1,3181,13
151,chr1,3182,13
151,chr1,3183,13
151,chr1,3184,13
151,chr1,3185,13
151,chr1,3186,13
151,chr1,3187,13
151,chr1,3188,13
151,chr1,3189,13
151,chr1,3190,15
151,chr1,3191,15
151,chr1,3192,15
151,chr1,3193,15
151,chr1,3194,15
151,chr1,3195,15
151,chr1,3196,15
151,chr1,3197,15
151,chr1,3198,15
151,chr1,3199,17
151,chr1,3200,17
151,chr1,3201,17
151,chr1,3202,17
151,chr1,3203,17
151,chr1,3204,17
151,chr1,3205,15
151,chr1,3206,15
151,chr1,3207,15
151,chr1,3208,15
151,chr1,3209,15
151,chr1,3210,15
151,chr1,3211,15
151,chr1,3212,15
151,chr1,3213,15
151,chr1,3214,15
151,chr1,3215,15
151,chr1,3216,15
151,chr1,3217,15
151,chr1,3218,15
151,chr1,3219,15
151,chr1,3220,15
151,chr1,3221,15
151,chr1,3222,15
151,chr1,3223,15
151,chr1,3224,14
151,chr1,3225,14
151,chr1,3226,14
151,chr1,3227,13
151,chr1,3228,8
151,chr1,3229,8
151,chr1,3230,8
151,chr1,3231,8
151,chr1,3232,9
151,chr1,3233,9
151,chr1,3234,7
151,chr1,3235,7
151,chr1,3236,7
151,chr1,3237,7
151,chr1,3238,7
151,chr1,3239,7
151,chr1,3240,7
151,chr1,3241,7
151,chr1,3242,7
151,chr1,3243,7
151,chr1,3244,7
151,chr1,3245,7
151,chr1,3246,7
151,chr1,3247,7
151,chr1,3248,7
151,chr1,3249,7
151,chr1,3250,7
151,chr1,3251,7
151,chr1,3252,7
151,chr1,3253,7
151,chr1,3254,7
151,chr1,3255,7
151,chr1,3256,7
151,chr1,3257,7
151,chr1,3258,7
151,chr1,3259,7
151,chr1,3260,7
151,chr1,3261,7
151,chr1,3262,7
151,chr1,3263,7
151,chr1,3264,7
151,chr1,3265,7
151,chr1,3266,7
151,chr1,3267,7
151,chr1,3268,7
151,chr1,3269,9
151,chr1,3270,9
151,chr1,3271,9
151,chr1,3272,9
151,chr1,3273,9
151,chr1,3274,5
151,chr1,3275,5
151,chr1,3276,5
151,chr1,3277,5
151,chr1,3278,5
151,chr1,3279,5
151,chr1,3280,5
151,chr1,3281,5
151,chr1,3282,5
151,chr1,3283,5
151,chr1,3284,5
151,chr1,3285,3
151,chr1,3286,3
151,chr1,3287,3
151,chr1,3288,3
151,chr1,3289,3
151,chr1,3290,3
151,chr1,3291,3
151,chr1,3292,3
151,chr1,3293,3
151,chr1,3294,3
151,chr1,3295,3
151,chr1,3296,3
151,chr1,3297,3
151,chr1,3298,3
151,chr1,3299,3
151,chr1,3300,3
151,chr1,3301,3
151,chr1,3302,3
151,chr1,3303,3
151,chr1,3304,3
151,chr1,3305,3
151,chr1,3306,3
151,chr1,3307,3
151,chr1,3308,3
151,chr1,3309,3
151,chr1,3310,3
151,chr1,3311,3
151,chr1,3312,3
151,chr1,3313,3
151,chr1,3314,3
151,chr1,3315,3
151,chr1,3316,3
151,chr1,3317,3
151,chr1,3318,3
151,chr1,3319,1
151,chr1,3320,1
151,chr1,3321,1
151,chr1,3322,1
151,chr1,3323,1
151,chr1,3324,1
151,chr1,3325,1
151,chr1,3326,1
151,chr1,3327,1
151,chr1,3328,1
151,chr1,3329,1
151,chr1,3330,1
151,chr1,3331,1
151,chr1,3332,1
151,chr1,3333,1
151,chr1,3334,1
151,chr1,3335,1
151,chr1,3336,3
151,chr1,3337,3
151,chr1,3338,3
151,chr1,3339,3
151,chr1,3340,3
151,chr1,3341,5
151,chr1,3342,5
151,chr1,3343,5
151,chr1,3344,5
151,chr1,3345,5
151,chr1,3346,5
151,chr1,3347,5
151,chr1,3348,5
151,chr1,3349,5
151,chr1,3350,5
151,chr1,3351,5
151,chr1,3352,5
151,chr1,3353,5
151,chr1,3354,5
151,chr1,3355,5
151,chr1,3356,5
151,chr1,3357,5
151,chr1,3358,5
151,chr1,3359,5
151,chr1,3360,5
151,chr1,3361,3
151,chr1,3362,3
151,chr1,3363,3
151,chr1,3364,3
151,chr1,3365,9
151,chr1,3366,9
151,chr1,3367,9
151,chr1,3368,9
151,chr1,3369,9
151,chr1,3370,9
151,chr1,3371,9
151,chr1,3372,9
151,chr1,3373,9
151,chr1,3374,9
151,chr1,3375,9
151,chr1,3376,9
151,chr1,3377,9
151,chr1,3378,9
151,chr1,3379,9
151,chr1,3380,9
151,chr1,3381,9
151,chr1,3382,9
151,chr1,3383,8
151,chr1,3384,8
151,chr1,3385,8
151,chr1,3386,8
151,chr1,3387,8
151,chr1,3388,8
151,chr1,3389,8
151,chr1,3390,8
151,chr1,3391,8
151,chr1,3392,8
151,chr1,3393,8
151,chr1,3394,8
151,chr1,3395,7
151,chr1,3396,7
151,chr1,3397,7
151,chr1,3398,7
151,chr1,3399,7
151,chr1,3400,7
151,chr1,3401,7
151,chr1,3402,7
151,chr1,3403,7
151,chr1,3404,7
151,chr1,3405,7
151,chr1,3406,7
151,chr1,3407,7
151,chr1,3408,7
151,chr1,3409,7
151,chr1,3410,6
151,chr1,3411,6
151,chr1,3412,25
151,chr1,3413,25
151,chr1,3414,25
151,chr1,3415,29
151,chr1,3416,29
151,chr1,3417,29
151,chr1,3418,29
151,chr1,3419,27
151,chr1,3420,29
151,chr1,3421,29
151,chr1,3422,29
151,chr1,3423,30
151,chr1,3424,30
151,chr1,3425,30
151,chr1,3426,30
151,chr1,3427,30
151,chr1,3428,30
151,chr1,3429,30
151,chr1,3430,30
151,chr1,3431,30
151,chr1,3432,30
151,chr1,3433,30
151,chr1,3434,34
151,chr1,3435,35
151,chr1,3436,35
151,chr1,3437,37
151,chr1,3438,37
151,chr1,3439,37
151,chr1,3440,37
151,chr1,3441,37
151,chr1,3442,38
151,chr1,3443,38
151,chr1,3444,38
151,chr1,3445,42
151,chr1,3446,42
151,chr1,3447,42
151,chr1,3448,42
151,chr1,3449,42
151,chr1,3450,42
151,chr1,3451,42
151,chr1,3452,42
151,chr1,3453,42
151,chr1,3454,42
151,chr1,3455,42
151,chr1,3456,39
151,chr1,3457,39
151,chr1,3458,39
151,chr1,3459,38
151,chr1,3460,38
151,chr1,3461,38
151,chr1,3462,38
151,chr1,3463,38
151,chr1,3464,38
151,chr1,3465,38
151,chr1,3466,42
151,chr1,3467,44
151,chr1,3468,44
151,chr1,3469,44
151,chr1,3470,44
151,chr1,3471,44
151,chr1,3472,42
151,chr1,3473,42
151,chr1,3474,42
151,chr1,3475,42
151,chr1,3476,42
151,chr1,3477,40
151,chr1,3478,40
151,chr1,3479,42
151,chr1,3480,42
151,chr1,3481,42
151,chr1,3482,43
151,chr1,3483,43
151,chr1,3484,43
151,chr1,3485,43
151,chr1,3486,43
151,chr1,3487,43
151,chr1,3488,43
151,chr1,3489,44
151,chr1,3490,43
151,chr1,3491,43
151,chr1,3492,43
151,chr1,3493,44
151,chr1,3494,40
151,chr1,3495,40
151,chr1,3496,40
151,chr1,3497,40
151,chr1,3498,40
151,chr1,3499,40
151,chr1,3500,40
151,chr1,3501,36
151,chr1,3502,36
151,chr1,3503,36
151,chr1,3504,32
151,chr1,3505,24
151,chr1,3506,24
151,chr1,3507,24
151,chr1,3508,24
151,chr1,3509,24
151,chr1,3510,24
151,chr1,3511,24
151,chr1,3512,23
151,chr1,3513,23
151,chr1,3514,23
151,chr1,3515,23
151,chr1,3516,23
151,chr1,3517,23
151,chr1,3518,23
151,chr1,3519,23
151,chr1,3520,23
151,chr1,3521,23
151,chr1,3522,23
151,chr1,3523,23
151,chr1,3524,23
151,chr1,3525,23
151,chr1,3526,23
151,chr1,3527,23
151,chr1,3528,23
151,chr1,3529,23
151,chr1,3530,21
151,chr1,3531,21
151,chr1,3532,21
151,chr1,3533,21
151,chr1,3534,21
151,chr1,3535,21
151,chr1,3536,21
151,chr1,3537,21
151,chr1,3538,21
151,chr1,3539,21
151,chr1,3540,21
151,chr1,3541,21
151,chr1,3542,21
151,chr1,3543,21
151,chr1,3544,21
151,chr1,3545,21
151,chr1,3546,21
151,chr1,3547,21
151,chr1,3548,21
151,chr1,3549,20
151,chr1,3550,19
151,chr1,3551,19
151,chr1,3552,19
151,chr1,3553,21
151,chr1,3554,21
151,chr1,3555,21
151,chr1,3556,22
151,chr1,3557,23
151,chr1,3558,24
151,chr1,3559,18
151,chr1,3560,18
151,chr1,3561,18
151,chr1,3562,18
151,chr1,3563,17
151,chr1,3564,17
151,chr1,3565,18
151,chr1,3566,18
151,chr1,3567,18
151,chr1,3568,18
151,chr1,3569,20
151,chr1,3570,20
151,chr1,3571,15
151,chr1,3572,15
151,chr1,3573,15
151,chr1,3574,14
151,chr1,3575,14
151,chr1,3576,14
151,chr1,3577,14
151,chr1,3578,14
151,chr1,3579,14
151,chr1,3580,14
151,chr1,3581,14
151,chr1,3582,14
151,chr1,3583,14
151,chr1,3584,14
151,chr1,3585,12
151,chr1,3586,12
151,chr1,3587,12
151,chr1,3588,12
151,chr1,3589,12
151,chr1,3590,12
151,chr1,3591,13
151,chr1,3592,14
151,chr1,3593,14
151,chr1,3594,14
151,chr1,3595,14
151,chr1,3596,14
151,chr1,3597,14
151,chr1,3598,14
151,chr1,3599,14
151,chr1,3600,14
151,chr1,3601,14
151,chr1,3602,14
151,chr1,3603,14
151,chr1,3604,13
151,chr1,3605,13
151,chr1,3606,13
151,chr1,3607,13
151,chr1,3608,13
151,chr1,3609,13
151,chr1,3610,13
151,chr1,3611,13
151,chr1,3612,13
151,chr1,3613,13
151,chr1,3614,13
151,chr1,3615,13
151,chr1,3616,13
151,chr1,3617,13
151,chr1,3618,15
151,chr1,3619,15
151,chr1,3620,15
151,chr1,3621,15
151,chr1,3622,15
151,chr1,3623,15
151,chr1,3624,15
151,chr1,3625,15
151,chr1,3626,15
151,chr1,3627,15
151,chr1,3628,15
151,chr1,3629,15
151,chr1,3630,15
151,chr1,3631,15
151,chr1,3632,15
151,chr1,3633,13
151,chr1,3634,13
151,chr1,3635,13
151,chr1,3636,13
151,chr1,3637,13
151,chr1,3638,13
151,chr1,3639,13
151,chr1,3640,12
151,chr1,3641,12
151,chr1,3642,12
151,chr1,3643,12
151,chr1,3644,11
151,chr1,3645,11
151,chr1,3646,11
151,chr1,3647,13
151,chr1,3648,13
151,chr1,3649,13
151,chr1,3650,13
151,chr1,3651,13
151,chr1,3652,13
151,chr1,3653,13
151,chr1,3654,13
151,chr1,3655,13
151,chr1,3656,13
151,chr1,3657,13
151,chr1,3658,13
151,chr1,3659,13
151,chr1,3660,13
151,chr1,3661,13
151,chr1,3662,13
151,chr1,3663,13
151,chr1,3664,13
151,chr1,3665,13
151,chr1,3666,13
151,chr1,3667,13
151,chr1,3668,13
151,chr1,3669,17
151,chr1,3670,17
151,chr1,3671,17
151,chr1,3672,17
151,chr1,3673,17
151,chr1,3674,17
151,chr1,3675,17
151,chr1,3676,17
151,chr1,3677,17
151,chr1,3678,17
151,chr1,3679,17
151,chr1,3680,17
151,chr1,3681,17
151,chr1,3682,17
151,chr1,3683,17
151,chr1,3684,17
151,chr1,3685,17
151,chr1,3686,17
151,chr1,3687,17
151,chr1,3688,17
151,chr1,3689,17
151,chr1,3690,17
151,chr1,3691,17
151,chr1,3692,29
151,chr1,3693,29
151,chr1,3694,27
151,chr1,3695,27
151,chr1,3696,27
151,chr1,3697,25
151,chr1,3698,25
151,chr1,3699,25
151,chr1,3700,25
151,chr1,3701,25
151,chr1,3702,25
151,chr1,3703,29
151,chr1,3704,27
151,chr1,3705,27
151,chr1,3706,27
151,chr1,3707,26
151,chr1,3708,25
151,chr1,3709,24
151,chr1,3710,24
151,chr1,3711,24
151,chr1,3712,24
151,chr1,3713,24
151,chr1,3714,24
151,chr1,3715,24
151,chr1,3716,23
151,chr1,3717,23
151,chr1,3718,23
151,chr1,3719,23
151,chr1,3720,23
151,chr1,3721,23
151,chr1,3722,23
151,chr1,3723,23
151,chr1,3724,23
151,chr1,3725,23
151,chr1,3726,23
151,chr1,3727,27
151,chr1,3728,29
151,chr1,3729,29
151,chr1,3730,29
151,chr1,3731,29
151,chr1,3732,29
151,chr1,3733,29
151,chr1,3734,29
151,chr1,3735,29
151,chr1,3736,29
151,chr1,3737,29
151,chr1,3738,29
151,chr1,3739,29
151,chr1,3740,27
151,chr1,3741,27
151,chr1,3742,26
151,chr1,3743,26
151,chr1,3744,26
151,chr1,3745,26
151,chr1,3746,26
151,chr1,3747,26
151,chr1,3748,26
151,chr1,3749,26
151,chr1,3750,26
151,chr1,3751,26
151,chr1,3752,22
151,chr1,3753,22
151,chr1,3754,22
151,chr1,3755,22
151,chr1,3756,22
151,chr1,3757,27
151,chr1,3758,27
151,chr1,3759,29
151,chr1,3760,27
151,chr1,3761,29
151,chr1,3762,29
151,chr1,3763,29
151,chr1,3764,29
151,chr1,3765,29
151,chr1,3766,29
151,chr1,3767,29
151,chr1,3768,29
151,chr1,3769,29
151,chr1,3770,29
151,chr1,3771,29
151,chr1,3772,29
151,chr1,3773,29
151,chr1,3774,25
151,chr1,3775,25
151,chr1,3776,25
151,chr1,3777,25
151,chr1,3778,25
151,chr1,3779,25
151,chr1,3780,25
151,chr1,3781,25
151,chr1,3782,25
151,chr1,3783,25
151,chr1,3784,25
151,chr1,3785,25
151,chr1,3786,25
151,chr1,3787,25
151,chr1,3788,25
151,chr1,3789,25
151,chr1,3790,26
151,chr1,3791,26
151,chr1,3792,27
151,chr1,3793,27
151,chr1,3794,27
151,chr1,3795,22
151,chr1,3796,22
151,chr1,3797,22
151,chr1,3798,20
151,chr1,3799,20
151,chr1,3800,20
151,chr1,3801,21
151,chr1,3802,21
151,chr1,3803,21
151,chr1,3804,12
151,chr1,3805,12
151,chr1,3806,12
151,chr1,3807,13
151,chr1,3808,13
151,chr1,3809,13
151,chr1,3810,13
151,chr1,3811,13
151,chr1,3812,13
151,chr1,3813,11
151,chr1,3814,11
151,chr1,3815,10
151,chr1,3816,10
151,chr1,3817,11
151,chr1,3818,11
151,chr1,3819,9
151,chr1,3820,9
151,chr1,3821,9
151,chr1,3822,9
151,chr1,3823,9
151,chr1,3824,9
151,chr1,3825,9
151,chr1,3826,9
151,chr1,3827,9
151,chr1,3828,9
151,chr1,3829,9
151,chr1,3830,8
151,chr1,3831,8
151,chr1,3832,8
151,chr1,3833,8
151,chr1,3834,8
151,chr1,3835,8
151,chr1,3836,8
151,chr1,3837,8
151,chr1,3838,8
151,chr1,3839,8
151,chr1,3840,8
151,chr1,3841,8
151,chr1,3842,8
151,chr1,3843,7
151,chr1,3844,7
151,chr1,3845,7
151,chr1,3846,7
151,chr1,3847,7
151,chr1,3848,7
151,chr1,3849,7
151,chr1,3850,7
151,chr1,3851,7
151,chr1,3852,6
151,chr1,3853,6
151,chr1,3854,6
151,chr1,3855,6
151,chr1,3856,6
151,chr1,3857,6
151,chr1,3858,6
151,chr1,3859,6
151,chr1,3860,6
151,chr1,3861,6
151,chr1,3862,23
151,chr1,3863,23
151,chr1,3864,23
151,chr1,3865,23
151,chr1,3866,23
151,chr1,3867,23
151,chr1,3868,23
151,chr1,3869,23
151,chr1,3870,23
151,chr1,3871,23
151,chr1,3872,23
151,chr1,3873,23
151,chr1,3874,23
151,chr1,3875,24
151,chr1,3876,24
151,chr1,3877,24
151,chr1,3878,24
151,chr1,3879,24
151,chr1,3880,24
151,chr1,3881,24
151,chr1,3882,24
151,chr1,3883,24
151,chr1,3884,24
151,chr1,3885,24
151,chr1,3886,24
151,chr1,3887,24
151,chr1,3888,24
151,chr1,3889,24
151,chr1,3890,24
151,chr1,3891,24
151,chr1,3892,24
151,chr1,3893,24
151,chr1,3894,24
151,chr1,3895,24
151,chr1,3896,24
151,chr1,3897,24
151,chr1,3898,24
151,chr1,3899,24
151,chr1,3900,24
151,chr1,3901,24
151,chr1,3902,23
151,chr1,3903,23
151,chr1,3904,23
151,chr1,3905,23
151,chr1,3906,23
151,chr1,3907,23
151,chr1,3908,23
151,chr1,3909,23
151,chr1,3910,23
151,chr1,3911,23
151,chr1,3912,23
151,chr1,3913,20
151,chr1,3914,20
151,chr1,3915,20
151,chr1,3916,20
151,chr1,3917,20
151,chr1,3918,17
151,chr1,3919,17
151,chr1,3920,17
151,chr1,3921,17
151,chr1,3922,17
151,chr1,3923,17
151,chr1,3924,17
151,chr1,3925,17
151,chr1,3926,17
151,chr1,3927,17
151,chr1,3928,17
151,chr1,3929,17
151,chr1,3930,17
151,chr1,3931,17
151,chr1,3932,17
151,chr1,3933,17
151,chr1,3934,17
151,chr1,3935,18
151,chr1,3936,18
151,chr1,3937,18
151,chr1,3938,18
151,chr1,3939,17
151,chr1,3940,16
151,chr1,3941,15
151,chr1,3942,15
151,chr1,3943,14
151,chr1,3944,14
151,chr1,3945,7
151,chr1,3946,7
151,chr1,3947,7
151,chr1,3948,9
151,chr1,3949,9
151,chr1,3950,9
151,chr1,3951,9
151,chr1,3952,8
151,chr1,3953,7
151,chr1,3954,7
151,chr1,3955,7
151,chr1,3956,7
151,chr1,3957,7
151,chr1,3958,6
151,chr1,3959,6
151,chr1,3960,8
151,chr1,3961,8
151,chr1,3962,8
151,chr1,3963,8
151,chr1,3964,8
151,chr1,3965,8
151,chr1,3966,8
151,chr1,3967,9
151,chr1,3968,8
151,chr1,3969,8
151,chr1,3970,8
151,chr1,3971,12
151,chr1,3972,12
151,chr1,3973,15
151,chr1,3974,14
151,chr1,3975,14
151,chr1,3976,14
151,chr1,3977,14
151,chr1,3978,14
151,chr1,3979,17
151,chr1,3980,17
151,chr1,3981,17
151,chr1,3982,17
151,chr1,3983,17
151,chr1,3984,17
151,chr1,3985,19
151,chr1,3986,19
151,chr1,3987,19
151,chr1,3988,20
151,chr1,3989,20
151,chr1,3990,18
151,chr1,3991,18
151,chr1,3992,18
151,chr1,3993,18
151,chr1,3994,18
151,chr1,3995,18
151,chr1,3996,18
151,chr1,3997,18
151,chr1,3998,18
151,chr1,3999,18
151,chr1,4000,18
151,chr1,4001,18
151,chr1,4002,18
151,chr1,4003,18
151,chr1,4004,18
151,chr1,4005,18
151,chr1,4006,18
151,chr1,4007,14
151,chr1,4008,14
151,chr1,4009,14
151,chr1,4010,14
151,chr1,4011,14
151,chr1,4012,13
151,chr1,4013,13
151,chr1,4014,13
151,chr1,4015,13
151,chr1,4016,13
151,chr1,4017,13
151,chr1,4018,13
151,chr1,4019,13
151,chr1,4020,13
151,chr1,4021,13
151,chr1,4022,13
151,chr1,4023,13
151,chr1,4024,13
151,chr1,4025,13
151,chr1,4026,12
151,chr1,4027,12
151,chr1,4028,12
151,chr1,4029,12
151,chr1,4030,12
151,chr1,4031,12
151,chr1,4032,12
151,chr1,4033,12
151,chr1,4034,12
151,chr1,4035,12
151,chr1,4036,12
151,chr1,4037,12
151,chr1,4038,12
151,chr1,4039,12
151,chr1,4040,14
151,chr1,4041,14
151,chr1,4042,14
151,chr1,4043,14
151,chr1,4044,14
151,chr1,4045,14
151,chr1,4046,14
151,chr1,4047,14
151,chr1,4048,14
151,chr1,4049,14
151,chr1,4050,12
151,chr1,4051,12
151,chr1,4052,12
151,chr1,4053,12
151,chr1,4054,12
151,chr1,4055,13
151,chr1,4056,14
151,chr1,4057,14
151,chr1,4058,14
151,chr1,4059,15
151,chr1,4060,15
151,chr1,4061,15
151,chr1,4062,15
151,chr1,4063,15
151,chr1,4064,15
151,chr1,4065,15
151,chr1,4066,15
151,chr1,4067,15
151,chr1,4068,15
151,chr1,4069,15
151,chr1,4070,15
151,chr1,4071,15
151,chr1,4072,15
151,chr1,4073,15
151,chr1,4074,15
151,chr1,4075,15
151,chr1,4076,15
151,chr1,4077,16
151,chr1,4078,16
151,chr1,4079,16
151,chr1,4080,16
151,chr1,4081,16
151,chr1,4082,16
151,chr1,4083,16
151,chr1,4084,16
151,chr1,4085,16
151,chr1,4086,15
151,chr1,4087,15
151,chr1,4088,15
151,chr1,4089,15
151,chr1,4090,15
151,chr1,4091,15
151,chr1,4092,15
151,chr1,4093,15
151,chr1,4094,15
151,chr1,4095,15
151,chr1,4096,15
151,chr1,4097,15
151,chr1,4098,15
151,chr1,4099,16
151,chr1,4100,16
151,chr1,4101,16
151,chr1,4102,16
151,chr1,4103,16
151,chr1,4104,16
151,chr1,4105,17
151,chr1,4106,17
151,chr1,4107,17
151,chr1,4108,17
151,chr1,4109,17
151,chr1,4110,17
151,chr1,4111,15
151,chr1,4112,15
151,chr1,4113,15
151,chr1,4114,17
151,chr1,4115,17
151,chr1,4116,17
151,chr1,4117,17
151,chr1,4118,16
151,chr1,4119,16
151,chr1,4120,16
151,chr1,4121,18
151,chr1,4122,18
151,chr1,4123,18
151,chr1,4124,18
151,chr1,4125,18
151,chr1,4126,18
151,chr1,4127,18
151,chr1,4128,16
151,chr1,4129,16
151,chr1,4130,15
151,chr1,4131,15
151,chr1,4132,15
151,chr1,4133,15
151,chr1,4134,15
151,chr1,4135,15
151,chr1,4136,15
151,chr1,4137,15
151,chr1,4138,15
151,chr1,4139,14
151,chr1,4140,14
151,chr1,4141,14
151,chr1,4142,14
151,chr1,4143,14
151,chr1,4144,14
151,chr1,4145,14
151,chr1,4146,14
151,chr1,4147,14
151,chr1,4148,14
151,chr1,4149,14
151,chr1,4150,14
151,chr1,4151,14
151,chr1,4152,16
151,chr1,4153,16
151,chr1,4154,16
151,chr1,4155,16
151,chr1,4156,16
151,chr1,4157,16
151,chr1,4158,18
151,chr1,4159,18
151,chr1,4160,18
151,chr1,4161,18
151,chr1,4162,18
151,chr1,4163,16
151,chr1,4164,16
151,chr1,4165,16
151,chr1,4166,16
151,chr1,4167,16
151,chr1,4168,16
151,chr1,4169,16
151,chr1,4170,16
151,chr1,4171,16
151,chr1,4172,16
151,chr1,4173,16
151,chr1,4174,16
151,chr1,4175,16
151,chr1,4176,16
151,chr1,4177,16
151,chr1,4178,16
151,chr1,4179,17
151,chr1,4180,17
151,chr1,4181,17
151,chr1,4182,17
151,chr1,4183,17
151,chr1,4184,17
151,chr1,4185,17
151,chr1,4186,19
151,chr1,4187,19
151,chr1,4188,19
151,chr1,4189,19
151,chr1,4190,19
151,chr1,4191,15
151,chr1,4192,15
151,chr1,4193,15
151,chr1,4194,15
151,chr1,4195,17
151,chr1,4196,17
151,chr1,4197,17
151,chr1,4198,17
151,chr1,4199,17
151,chr1,4200,17
151,chr1,4201,17
151,chr1,4202,17
151,chr1,4203,17
151,chr1,4204,17
151,chr1,4205,17
151,chr1,4206,16
151,chr1,4207,15
151,chr1,4208,15
151,chr1,4209,15
151,chr1,4210,15
151,chr1,4211,15
151,chr1,4212,13
151,chr1,4213,13
151,chr1,4214,13
151,chr1,4215,13
151,chr1,4216,13
151,chr1,4217,13
151,chr1,4218,13
151,chr1,4219,13
151,chr1,4220,13
151,chr1,4221,13
151,chr1,4222,16
151,chr1,4223,17
151,chr1,4224,15
151,chr1,4225,15
151,chr1,4226,15
151,chr1,4227,15
151,chr1,4228,14
151,chr1,4229,14
151,chr1,4230,14
151,chr1,4231,14
151,chr1,4232,14
151,chr1,4233,14
151,chr1,4234,14
151,chr1,4235,14
151,chr1,4236,14
151,chr1,4237,14
151,chr1,4238,14
151,chr1,4239,14
151,chr1,4240,14
151,chr1,4241,14
151,chr1,4242,14
151,chr1,4243,14
151,chr1,4244,14
151,chr1,4245,14
151,chr1,4246,15
151,chr1,4247,15
151,chr1,4248,15
151,chr1,4249,15
151,chr1,4250,14
151,chr1,4251,14
151,chr1,4252,14
151,chr1,4253,14
151,chr1,4254,15
151,chr1,4255,14
151,chr1,4256,12
151,chr1,4257,12
151,chr1,4258,12
151,chr1,4259,12
151,chr1,4260,12
151,chr1,4261,12
151,chr1,4262,12
151,chr1,4263,12
151,chr1,4264,12
151,chr1,4265,12
151,chr1,4266,12
151,chr1,4267,12
151,chr1,4268,12
151,chr1,4269,12
151,chr1,4270,12
151,chr1,4271,12
151,chr1,4272,12
151,chr1,4273,14
151,chr1,4274,14
